"","states2","states3","states4"
"1275",1,1,1
"1276",1,1,1
"1277",1,1,1
"1278",1,1,4
"1279",1,1,4
"1280",1,1,1
"1281",1,1,1
"1282",2,2,3
"1283",2,2,3
"1284",2,2,4
"1285",2,2,4
"1286",1,1,1
"1287",1,1,1
"1288",1,1,1
"1289",1,3,2
"1290",1,1,1
"1291",1,1,1
"1292",1,3,2
"1293",1,3,2
"1294",1,3,2
"1295",1,3,2
"1296",1,3,2
"1297",2,2,4
"1298",2,2,4
"1299",1,1,1
"1300",1,3,2
"1301",2,2,4
"1302",2,2,4
"1303",2,2,4
"1304",2,2,4
"1305",2,2,4
"1306",1,1,1
"1307",1,1,1
"1308",1,3,2
"1309",1,3,2
"1310",1,3,2
"1311",2,2,3
"1312",2,2,3
"1313",2,2,4
"1314",2,2,4
"1315",2,2,4
"1316",2,1,4
"1317",1,1,1
"1318",1,1,1
"1319",1,1,1
"1320",1,1,1
"1321",1,3,2
"1322",1,3,2
"1323",1,3,2
"1324",1,3,2
"1325",1,3,2
"1326",1,2,4
"1327",1,1,1
"1328",1,1,1
"1329",1,3,2
"1330",2,2,4
"1331",2,2,4
"1332",2,2,4
"1333",2,1,1
"1334",2,2,3
"1335",2,2,3
"1336",1,1,4
"1337",1,1,1
"1338",1,1,1
"1339",1,3,2
"1340",1,3,2
"1341",2,2,3
"1342",2,2,3
"1343",2,2,4
"1344",1,1,1
"1345",1,3,2
"1346",1,3,2
"1347",1,3,2
"1348",1,1,2
"1349",1,1,4
"1350",1,1,1
"1351",1,3,2
"1352",2,2,4
"1353",2,2,4
"1354",1,1,2
"1355",1,3,2
"1356",2,2,3
"1357",2,2,3
"1358",2,2,4
"1359",2,1,4
"1360",2,1,4
"1361",2,1,4
"1362",1,3,1
"1363",1,3,1
"1364",1,3,1
"1365",1,3,2
"1366",1,3,2
"1367",1,3,2
"1368",2,2,3
"1369",2,2,3
"1370",2,2,3
"1371",2,2,3
"1372",2,2,4
"1373",2,2,4
"1374",2,2,4
"1375",1,1,1
"1376",1,1,1
"1377",1,1,1
"1378",1,1,1
"1379",1,1,4
"1380",1,1,1
"1381",1,3,2
"1382",1,3,2
"1383",1,3,2
"1384",1,2,4
"1385",1,1,1
"1386",1,3,2
"1387",1,3,2
"1388",1,3,2
"1389",1,3,2
"1390",2,2,4
"1391",2,2,4
"1392",2,2,4
"1393",2,2,3
"1394",2,2,3
"1395",2,2,3
"1396",2,1,4
"1397",1,3,2
"1398",1,3,2
"1399",1,3,2
"1400",1,3,2
"1401",2,2,3
"1402",2,2,3
"1403",2,2,4
"1404",1,1,1
"1405",1,1,1
"1406",1,1,1
"1407",1,1,1
"1408",1,1,1
"1409",1,1,1
"1410",1,1,1
"1411",1,1,1
"1412",1,1,1
"1413",1,1,1
"1414",1,1,1
"1415",1,1,1
"1416",1,1,1
"1417",1,1,1
"1418",1,1,1
"1419",1,1,1
"1420",2,2,3
"1421",2,2,3
"1422",1,1,3
"1423",1,1,4
"1424",1,1,4
"1425",1,1,1
"1426",1,1,1
"1427",2,1,1
"1428",2,2,3
"1429",2,2,4
"1430",2,2,4
"1431",1,1,1
"1432",1,1,1
"1433",1,1,1
"1434",1,1,1
"1435",2,2,3
"1436",2,1,4
"1437",1,1,1
"1438",1,1,1
"1439",1,1,1
"1440",1,1,1
"1441",2,2,3
"1442",2,2,3
"1443",2,2,3
"1444",2,2,3
"1445",2,2,3
"1446",2,2,3
"1447",2,2,3
"1448",2,2,3
"1449",2,2,3
"1450",2,1,4
"1451",2,1,4
"1452",2,1,4
"1453",2,1,1
"1454",2,1,1
"1455",2,1,4
"1456",2,1,4
"1457",1,1,1
"1458",1,3,2
"1459",1,3,2
"1460",2,2,3
"1461",2,2,3
"1462",2,2,3
"1463",2,2,4
"1464",1,1,1
"1465",1,3,2
"1466",1,3,2
"1467",1,3,1
"1468",1,2,1
"1469",2,2,1
"1470",2,2,3
"1471",2,2,3
"1472",2,2,4
"1473",2,1,4
"1474",1,1,1
"1475",1,1,1
"1476",1,1,1
"1477",1,1,1
"1478",1,1,1
"1479",1,1,1
"1480",1,3,2
"1481",1,3,2
"1482",1,1,1
"1483",1,1,1
"1484",1,1,1
"1485",1,1,1
"1486",1,3,2
"1487",1,3,2
"1488",1,3,1
"1489",1,1,1
"1490",1,1,1
"1491",1,1,1
